,fs_method,fs_method_kwargs,selected_features,n_selected_features,score,time,codecarbon_task_id,data_dir,extractor,vm,objective_fn,target_col,num_features
0,tsfresh_select_features,{'n_jobs': 1},"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1]",23,0.0,0.1907026767730713,task_0,data/polcom/2022/Y/offline,catch22,VM01,mse_objective_fn,TARGET_CPU_USAGE_PERCENT,28
1,tsfresh_select_features,{'n_jobs': 1},"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1]",22,0.018804761904761904,0.1530623435974121,task_1,data/polcom/2022/Y/offline,catch22,VM01,mse_objective_fn,TARGET_MEMORY_USAGE_PERCENT,28
2,tsfresh_select_features,{'n_jobs': 1},"[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",8,0.6700071428571429,0.16788768768310547,task_2,data/polcom/2022/Y/offline,catch22,VM02,mse_objective_fn,TARGET_CPU_USAGE_PERCENT,28
3,tsfresh_select_features,{'n_jobs': 1},"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1]",22,21.579142857142855,0.14777112007141113,task_3,data/polcom/2022/Y/offline,catch22,VM02,mse_objective_fn,TARGET_MEMORY_USAGE_PERCENT,28
4,tsfresh_select_features,{'n_jobs': 1},"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1]",17,47.79011686746987,0.2820279598236084,task_4,data/polcom/2022/Y/offline,catch22,VM03,mse_objective_fn,TARGET_CPU_USAGE_PERCENT,28
5,tsfresh_select_features,{'n_jobs': 1},"[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0]",13,56.430033734939755,0.18131446838378906,task_5,data/polcom/2022/Y/offline,catch22,VM03,mse_objective_fn,TARGET_MEMORY_USAGE_PERCENT,28
6,tsfresh_select_features,{'n_jobs': 1},"[1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]",8,10.366189156626508,0.19532275199890137,task_6,data/polcom/2022/Y/offline,catch22,VM04,mse_objective_fn,TARGET_CPU_USAGE_PERCENT,28
7,tsfresh_select_features,{'n_jobs': 1},"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1]",19,26.430743373493975,0.1874983310699463,task_7,data/polcom/2022/Y/offline,catch22,VM04,mse_objective_fn,TARGET_MEMORY_USAGE_PERCENT,28
8,tsfresh_select_features,{'n_jobs': 1},"[1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0]",10,87.39342142857143,0.23937678337097168,task_8,data/polcom/2022/Y/offline,catch22,VM05,mse_objective_fn,TARGET_CPU_USAGE_PERCENT,28
9,tsfresh_select_features,{'n_jobs': 1},"[1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1]",14,3.5710769023247866,0.3024115562438965,task_9,data/polcom/2022/Y/offline,catch22,VM05,mse_objective_fn,TARGET_MEMORY_USAGE_PERCENT,28
10,tsfresh_select_features,{'n_jobs': 1},"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",4,11.774930952380952,0.16727662086486816,task_10,data/polcom/2022/Y/offline,catch22,VM06,mse_objective_fn,TARGET_CPU_USAGE_PERCENT,28
11,tsfresh_select_features,{'n_jobs': 1},"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",3,2.624372062316585,0.17827177047729492,task_11,data/polcom/2022/Y/offline,catch22,VM06,mse_objective_fn,TARGET_MEMORY_USAGE_PERCENT,28
12,tsfresh_select_features,{'n_jobs': 1},"[1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]",10,18.813926190476188,0.22478199005126953,task_12,data/polcom/2022/Y/offline,catch22,VM07,mse_objective_fn,TARGET_CPU_USAGE_PERCENT,28
13,tsfresh_select_features,{'n_jobs': 1},"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1]",11,22.038539285714286,0.18340277671813965,task_13,data/polcom/2022/Y/offline,catch22,VM07,mse_objective_fn,TARGET_MEMORY_USAGE_PERCENT,28
14,tsfresh_select_features,{'n_jobs': 1},"[1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1]",11,5.339410714285714,0.22237944602966309,task_14,data/polcom/2022/Y/offline,catch22,VM08,mse_objective_fn,TARGET_CPU_USAGE_PERCENT,28
15,tsfresh_select_features,{'n_jobs': 1},"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",3,2.209561334443518,0.1743485927581787,task_15,data/polcom/2022/Y/offline,catch22,VM08,mse_objective_fn,TARGET_MEMORY_USAGE_PERCENT,28
16,tsfresh_select_features,{'n_jobs': 1},"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",100,0.0,0.6715631484985352,task_16,data/polcom/2022/Y/offline,tsfel,VM01,mse_objective_fn,TARGET_CPU_USAGE_PERCENT,117
17,tsfresh_select_features,{'n_jobs': 1},"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",100,0.002976190476190476,0.29376697540283203,task_17,data/polcom/2022/Y/offline,tsfel,VM01,mse_objective_fn,TARGET_MEMORY_USAGE_PERCENT,117
